_key,_id,_from,_to,edge_family,edge_type,field_component,join_type,origin,perspective,priority_weight,references_column,references_table,unique_id,variable_name,weight
receiving:supplier_id:structural:system:references:SYS_REF_REC_SUP_001,manufacturing_graph_edge/receiving:supplier_id:structural:system:references:SYS_REF_REC_SUP_001,manufacturing_graph_node/receiving:supplier_id:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_id:structural:system:none:none,structural,references,,,fk_declared,system,,supplier_id,suppliers,SYS_REF_REC_SUP_001,,
receiving_line:cert_required:structural:system:has_column:SYS_HAS_REC_CER_002,manufacturing_graph_edge/receiving_line:cert_required:structural:system:has_column:SYS_HAS_REC_CER_002,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:cert_required:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_CER_002,,
receiving_line:created_at:structural:system:has_column:SYS_HAS_REC_CRE_002,manufacturing_graph_edge/receiving_line:created_at:structural:system:has_column:SYS_HAS_REC_CRE_002,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_CRE_002,,
receiving_line:inspection_status:structural:system:has_column:SYS_HAS_REC_INS_002,manufacturing_graph_edge/receiving_line:inspection_status:structural:system:has_column:SYS_HAS_REC_INS_002,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:inspection_status:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_INS_002,,
receiving_line:line_no:structural:system:has_column:SYS_HAS_REC_LIN_001,manufacturing_graph_edge/receiving_line:line_no:structural:system:has_column:SYS_HAS_REC_LIN_001,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:line_no:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_LIN_001,,
receiving_line:part_id:structural:system:has_column:SYS_HAS_REC_PAR_002,manufacturing_graph_edge/receiving_line:part_id:structural:system:has_column:SYS_HAS_REC_PAR_002,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_PAR_002,,
receiving_line:part_id:structural:system:references:SYS_REF_REC_PAR_003,manufacturing_graph_edge/receiving_line:part_id:structural:system:references:SYS_REF_REC_PAR_003,manufacturing_graph_node/receiving_line:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,,,fk_declared,system,,part_id,part,SYS_REF_REC_PAR_003,,
receiving_line:po_line_id:structural:system:has_column:SYS_HAS_REC_POL_001,manufacturing_graph_edge/receiving_line:po_line_id:structural:system:has_column:SYS_HAS_REC_POL_001,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:po_line_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_POL_001,,
receiving_line:po_line_id:structural:system:references:SYS_REF_REC_POL_001,manufacturing_graph_edge/receiving_line:po_line_id:structural:system:references:SYS_REF_REC_POL_001,manufacturing_graph_node/receiving_line:po_line_id:structural:system:none:none,manufacturing_graph_node/po_line:line_id:structural:system:none:none,structural,references,,,fk_declared,system,,line_id,po_line,SYS_REF_REC_POL_001,,
receiving_line:quantity_ordered:structural:system:has_column:SYS_HAS_REC_QUA_003,manufacturing_graph_edge/receiving_line:quantity_ordered:structural:system:has_column:SYS_HAS_REC_QUA_003,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:quantity_ordered:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_QUA_003,,
receiving_line:quantity_received:structural:system:has_column:SYS_HAS_REC_QUA_004,manufacturing_graph_edge/receiving_line:quantity_received:structural:system:has_column:SYS_HAS_REC_QUA_004,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:quantity_received:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_QUA_004,,
receiving_line:receipt_id:structural:system:has_column:SYS_HAS_REC_REC_004,manufacturing_graph_edge/receiving_line:receipt_id:structural:system:has_column:SYS_HAS_REC_REC_004,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_REC_004,,
receiving_line:receipt_id:structural:system:references:SYS_REF_REC_REC_001,manufacturing_graph_edge/receiving_line:receipt_id:structural:system:references:SYS_REF_REC_REC_001,manufacturing_graph_node/receiving_line:receipt_id:structural:system:none:none,manufacturing_graph_node/receiving:receipt_id:structural:system:none:none,structural,references,,,fk_declared,system,,receipt_id,receiving,SYS_REF_REC_REC_001,,
receiving_line:receipt_line_id:structural:system:has_column:SYS_HAS_REC_REC_005,manufacturing_graph_edge/receiving_line:receipt_line_id:structural:system:has_column:SYS_HAS_REC_REC_005,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_line_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REC_REC_005,,
requirement:actual_qty:structural:system:has_column:SYS_HAS_REQ_ACT_001,manufacturing_graph_edge/requirement:actual_qty:structural:system:has_column:SYS_HAS_REQ_ACT_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:actual_qty:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_ACT_001,,
requirement:component_id:structural:system:has_column:SYS_HAS_REQ_COM_001,manufacturing_graph_edge/requirement:component_id:structural:system:has_column:SYS_HAS_REQ_COM_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:component_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_COM_001,,
requirement:component_type:semantic:Engineering:resolves_to:ENG_RES_REQ_COM_94AC242B,manufacturing_graph_edge/requirement:component_type:semantic:Engineering:resolves_to:ENG_RES_REQ_COM_94AC242B,manufacturing_graph_node/requirement:component_type:structural:system:none:none,manufacturing_graph_node/RequirementBasisEngineering:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Engineering,3,,,ENG_RES_REQ_COM_94AC242B,,1
requirement:component_type:semantic:Manufacturing:resolves_to:MAN_RES_REQ_COM_15E71745,manufacturing_graph_edge/requirement:component_type:semantic:Manufacturing:resolves_to:MAN_RES_REQ_COM_15E71745,manufacturing_graph_node/requirement:component_type:structural:system:none:none,manufacturing_graph_node/RequirementBasisManufacturing:entity:semantic:canonical:none:none,semantic,resolves_to,2,,,Manufacturing,3,,,MAN_RES_REQ_COM_15E71745,,1
requirement:component_type:structural:system:has_column:SYS_HAS_REQ_COM_002,manufacturing_graph_edge/requirement:component_type:structural:system:has_column:SYS_HAS_REQ_COM_002,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:component_type:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_COM_002,,
requirement:created_at:structural:system:has_column:SYS_HAS_REQ_CRE_001,manufacturing_graph_edge/requirement:created_at:structural:system:has_column:SYS_HAS_REQ_CRE_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_CRE_001,,
requirement:extended_cost:structural:system:has_column:SYS_HAS_REQ_EXT_001,manufacturing_graph_edge/requirement:extended_cost:structural:system:has_column:SYS_HAS_REQ_EXT_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:extended_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_EXT_001,,
requirement:material_part_id:structural:system:has_column:SYS_HAS_REQ_MAT_001,manufacturing_graph_edge/requirement:material_part_id:structural:system:has_column:SYS_HAS_REQ_MAT_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:material_part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_MAT_001,,
requirement:material_part_id:structural:system:references:SYS_REF_REQ_MAT_001,manufacturing_graph_edge/requirement:material_part_id:structural:system:references:SYS_REF_REQ_MAT_001,manufacturing_graph_node/requirement:material_part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,,,fk_declared,system,,part_id,part,SYS_REF_REQ_MAT_001,,
requirement:operation_rowid:structural:system:has_column:SYS_HAS_REQ_OPE_001,manufacturing_graph_edge/requirement:operation_rowid:structural:system:has_column:SYS_HAS_REQ_OPE_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:operation_rowid:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_OPE_001,,
requirement:operation_rowid:structural:system:references:SYS_REF_REQ_OPE_001,manufacturing_graph_edge/requirement:operation_rowid:structural:system:references:SYS_REF_REQ_OPE_001,manufacturing_graph_node/requirement:operation_rowid:structural:system:none:none,manufacturing_graph_node/operation:rowid_pk:structural:system:none:none,structural,references,,,fk_declared,system,,rowid_pk,operation,SYS_REF_REQ_OPE_001,,
requirement:operation_seq:structural:system:has_column:SYS_HAS_REQ_OPE_002,manufacturing_graph_edge/requirement:operation_seq:structural:system:has_column:SYS_HAS_REQ_OPE_002,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:operation_seq:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_OPE_002,,
requirement:requirement_id:structural:system:has_column:SYS_HAS_REQ_REQ_001,manufacturing_graph_edge/requirement:requirement_id:structural:system:has_column:SYS_HAS_REQ_REQ_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:requirement_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_REQ_001,,
requirement:requirement_level:structural:system:has_column:SYS_HAS_REQ_REQ_002,manufacturing_graph_edge/requirement:requirement_level:structural:system:has_column:SYS_HAS_REQ_REQ_002,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:requirement_level:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_REQ_002,,
requirement:requirement_type:structural:system:has_column:SYS_HAS_REQ_REQ_003,manufacturing_graph_edge/requirement:requirement_type:structural:system:has_column:SYS_HAS_REQ_REQ_003,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:requirement_type:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_REQ_003,,
requirement:std_qty:structural:system:has_column:SYS_HAS_REQ_STD_001,manufacturing_graph_edge/requirement:std_qty:structural:system:has_column:SYS_HAS_REQ_STD_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:std_qty:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_STD_001,,
requirement:unit_cost:structural:system:has_column:SYS_HAS_REQ_UNI_001,manufacturing_graph_edge/requirement:unit_cost:structural:system:has_column:SYS_HAS_REQ_UNI_001,manufacturing_graph_node/requirement:entity:structural:system:none:none,manufacturing_graph_node/requirement:unit_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_REQ_UNI_001,,
sales_ordercustomerstate_20260604_000012:work_order:manifest:Customer:binds_table:CUS_BIN_SAL_WOR_001,manufacturing_graph_edge/sales_ordercustomerstate_20260604_000012:work_order:manifest:Customer:binds_table:CUS_BIN_SAL_WOR_001,manufacturing_graph_node/sales_ordercustomerstate_20260604_000012:entity:manifest:Customer:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,,,,Customer,,,,CUS_BIN_SAL_WOR_001,,
service:base_charge:structural:system:has_column:SYS_HAS_SER_BAS_001,manufacturing_graph_edge/service:base_charge:structural:system:has_column:SYS_HAS_SER_BAS_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:base_charge:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SER_BAS_001,,
service:created_at:structural:system:has_column:SYS_HAS_SER_CRE_001,manufacturing_graph_edge/service:created_at:structural:system:has_column:SYS_HAS_SER_CRE_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SER_CRE_001,,
service:default_vendor:structural:system:has_column:SYS_HAS_SER_DEF_001,manufacturing_graph_edge/service:default_vendor:structural:system:has_column:SYS_HAS_SER_DEF_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:default_vendor:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SER_DEF_001,,
service:description:structural:system:has_column:SYS_HAS_SER_DES_001,manufacturing_graph_edge/service:description:structural:system:has_column:SYS_HAS_SER_DES_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:description:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SER_DES_001,,
service:service_id:structural:system:has_column:SYS_HAS_SER_SER_001,manufacturing_graph_edge/service:service_id:structural:system:has_column:SYS_HAS_SER_SER_001,manufacturing_graph_node/service:entity:structural:system:none:none,manufacturing_graph_node/service:service_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SER_SER_001,,
shop_resource:active:structural:system:has_column:SYS_HAS_SHO_ACT_001,manufacturing_graph_edge/shop_resource:active:structural:system:has_column:SYS_HAS_SHO_ACT_001,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:active:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SHO_ACT_001,,
shop_resource:bur_per_hr_run:structural:system:has_column:SYS_HAS_SHO_BUR_001,manufacturing_graph_edge/shop_resource:bur_per_hr_run:structural:system:has_column:SYS_HAS_SHO_BUR_001,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:bur_per_hr_run:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SHO_BUR_001,,
shop_resource:created_at:structural:system:has_column:SYS_HAS_SHO_CRE_001,manufacturing_graph_edge/shop_resource:created_at:structural:system:has_column:SYS_HAS_SHO_CRE_001,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SHO_CRE_001,,
shop_resource:description:structural:system:has_column:SYS_HAS_SHO_DES_001,manufacturing_graph_edge/shop_resource:description:structural:system:has_column:SYS_HAS_SHO_DES_001,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:description:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SHO_DES_001,,
shop_resource:resource_id:structural:system:has_column:SYS_HAS_SHO_RES_001,manufacturing_graph_edge/shop_resource:resource_id:structural:system:has_column:SYS_HAS_SHO_RES_001,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:resource_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SHO_RES_001,,
shop_resource:resource_type:structural:system:has_column:SYS_HAS_SHO_RES_002,manufacturing_graph_edge/shop_resource:resource_type:structural:system:has_column:SYS_HAS_SHO_RES_002,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:resource_type:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SHO_RES_002,,
shop_resource:run_cost_per_hr:structural:system:has_column:SYS_HAS_SHO_RUN_001,manufacturing_graph_edge/shop_resource:run_cost_per_hr:structural:system:has_column:SYS_HAS_SHO_RUN_001,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manufacturing_graph_node/shop_resource:run_cost_per_hr:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SHO_RUN_001,,
site:created_at:structural:system:has_column:SYS_HAS_SIT_CRE_001,manufacturing_graph_edge/site:created_at:structural:system:has_column:SYS_HAS_SIT_CRE_001,manufacturing_graph_node/site:entity:structural:system:none:none,manufacturing_graph_node/site:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SIT_CRE_001,,
site:region:structural:system:has_column:SYS_HAS_SIT_REG_001,manufacturing_graph_edge/site:region:structural:system:has_column:SYS_HAS_SIT_REG_001,manufacturing_graph_node/site:entity:structural:system:none:none,manufacturing_graph_node/site:region:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SIT_REG_001,,
site:site_id:structural:system:has_column:SYS_HAS_SIT_SIT_001,manufacturing_graph_edge/site:site_id:structural:system:has_column:SYS_HAS_SIT_SIT_001,manufacturing_graph_node/site:entity:structural:system:none:none,manufacturing_graph_node/site:site_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SIT_SIT_001,,
site:site_name:structural:system:has_column:SYS_HAS_SIT_SIT_002,manufacturing_graph_edge/site:site_name:structural:system:has_column:SYS_HAS_SIT_SIT_002,manufacturing_graph_node/site:entity:structural:system:none:none,manufacturing_graph_node/site:site_name:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SIT_SIT_002,,
suppliers:active:structural:system:has_column:SYS_HAS_SUP_ACT_001,manufacturing_graph_edge/suppliers:active:structural:system:has_column:SYS_HAS_SUP_ACT_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:active:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_ACT_001,,
suppliers:address:structural:system:has_column:SYS_HAS_SUP_ADD_001,manufacturing_graph_edge/suppliers:address:structural:system:has_column:SYS_HAS_SUP_ADD_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:address:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_ADD_001,,
suppliers:category:structural:system:has_column:SYS_HAS_SUP_CAT_001,manufacturing_graph_edge/suppliers:category:structural:system:has_column:SYS_HAS_SUP_CAT_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:category:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_CAT_001,,
suppliers:certification_level:structural:system:has_column:SYS_HAS_SUP_CER_001,manufacturing_graph_edge/suppliers:certification_level:structural:system:has_column:SYS_HAS_SUP_CER_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:certification_level:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_CER_001,,
suppliers:contact_email:structural:system:has_column:SYS_HAS_SUP_CON_001,manufacturing_graph_edge/suppliers:contact_email:structural:system:has_column:SYS_HAS_SUP_CON_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:contact_email:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_CON_001,,
suppliers:created_date:structural:system:has_column:SYS_HAS_SUP_CRE_001,manufacturing_graph_edge/suppliers:created_date:structural:system:has_column:SYS_HAS_SUP_CRE_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:created_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_CRE_001,,
suppliers:lead_time_days:structural:system:has_column:SYS_HAS_SUP_LEA_001,manufacturing_graph_edge/suppliers:lead_time_days:structural:system:has_column:SYS_HAS_SUP_LEA_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:lead_time_days:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_LEA_001,,
suppliers:outside_service:structural:system:has_column:SYS_HAS_SUP_OUT_001,manufacturing_graph_edge/suppliers:outside_service:structural:system:has_column:SYS_HAS_SUP_OUT_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:outside_service:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_OUT_001,,
suppliers:payment_terms:structural:system:has_column:SYS_HAS_SUP_PAY_001,manufacturing_graph_edge/suppliers:payment_terms:structural:system:has_column:SYS_HAS_SUP_PAY_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:payment_terms:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_PAY_001,,
suppliers:performance_rating:structural:system:has_column:SYS_HAS_SUP_PER_001,manufacturing_graph_edge/suppliers:performance_rating:structural:system:has_column:SYS_HAS_SUP_PER_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:performance_rating:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_PER_001,,
suppliers:phone:structural:system:has_column:SYS_HAS_SUP_PHO_001,manufacturing_graph_edge/suppliers:phone:structural:system:has_column:SYS_HAS_SUP_PHO_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:phone:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_PHO_001,,
suppliers:supplier_id:structural:system:has_column:SYS_HAS_SUP_SUP_001,manufacturing_graph_edge/suppliers:supplier_id:structural:system:has_column:SYS_HAS_SUP_SUP_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_SUP_001,,
suppliers:supplier_name:structural:system:has_column:SYS_HAS_SUP_SUP_002,manufacturing_graph_edge/suppliers:supplier_name:structural:system:has_column:SYS_HAS_SUP_SUP_002,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_name:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_SUP_SUP_002,,
suppliers_outsideservicesuppliers_20260601_000002:suppliers:manifest:Work_Orders:binds_table:WOR_BIN_SUP_SUP_001,manufacturing_graph_edge/suppliers_outsideservicesuppliers_20260601_000002:suppliers:manifest:Work_Orders:binds_table:WOR_BIN_SUP_SUP_001,manufacturing_graph_node/suppliers_outsideservicesuppliers_20260601_000002:entity:manifest:Work_Orders:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,,,,Work_Orders,,,,WOR_BIN_SUP_SUP_001,,
suppliers_supplierscorecard_20260601_000001:suppliers:manifest:Quality:binds_table:QUA_BIN_SUP_SUP_001,manufacturing_graph_edge/suppliers_supplierscorecard_20260601_000001:suppliers:manifest:Quality:binds_table:QUA_BIN_SUP_SUP_001,manufacturing_graph_node/suppliers_supplierscorecard_20260601_000001:entity:manifest:Quality:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,,,,Quality,,,,QUA_BIN_SUP_SUP_001,,
trace:created_at:structural:system:has_column:SYS_HAS_TRA_CRE_001,manufacturing_graph_edge/trace:created_at:structural:system:has_column:SYS_HAS_TRA_CRE_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_CRE_001,,
trace:expiration_date:structural:system:has_column:SYS_HAS_TRA_EXP_001,manufacturing_graph_edge/trace:expiration_date:structural:system:has_column:SYS_HAS_TRA_EXP_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:expiration_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_EXP_001,,
trace:in_qty:structural:system:has_column:SYS_HAS_TRA_INQ_001,manufacturing_graph_edge/trace:in_qty:structural:system:has_column:SYS_HAS_TRA_INQ_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:in_qty:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_INQ_001,,
trace:lot_id:structural:system:has_column:SYS_HAS_TRA_LOT_001,manufacturing_graph_edge/trace:lot_id:structural:system:has_column:SYS_HAS_TRA_LOT_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:lot_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_LOT_001,,
trace:out_qty:structural:system:has_column:SYS_HAS_TRA_OUT_001,manufacturing_graph_edge/trace:out_qty:structural:system:has_column:SYS_HAS_TRA_OUT_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:out_qty:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_OUT_001,,
trace:part_id:structural:system:has_column:SYS_HAS_TRA_PAR_001,manufacturing_graph_edge/trace:part_id:structural:system:has_column:SYS_HAS_TRA_PAR_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_PAR_001,,
trace:part_id:structural:system:references:SYS_REF_TRA_PAR_001,manufacturing_graph_edge/trace:part_id:structural:system:references:SYS_REF_TRA_PAR_001,manufacturing_graph_node/trace:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,,,fk_declared,system,,part_id,part,SYS_REF_TRA_PAR_001,,
trace:production_date:structural:system:has_column:SYS_HAS_TRA_PRO_001,manufacturing_graph_edge/trace:production_date:structural:system:has_column:SYS_HAS_TRA_PRO_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:production_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_PRO_001,,
trace:serial_id:structural:system:has_column:SYS_HAS_TRA_SER_001,manufacturing_graph_edge/trace:serial_id:structural:system:has_column:SYS_HAS_TRA_SER_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:serial_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_SER_001,,
trace:site_id:structural:system:has_column:SYS_HAS_TRA_SIT_001,manufacturing_graph_edge/trace:site_id:structural:system:has_column:SYS_HAS_TRA_SIT_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:site_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_SIT_001,,
trace:site_id:structural:system:references:SYS_REF_TRA_SIT_001,manufacturing_graph_edge/trace:site_id:structural:system:references:SYS_REF_TRA_SIT_001,manufacturing_graph_node/trace:site_id:structural:system:none:none,manufacturing_graph_node/site:site_id:structural:system:none:none,structural,references,,,fk_declared,system,,site_id,site,SYS_REF_TRA_SIT_001,,
trace:trace_id:structural:system:has_column:SYS_HAS_TRA_TRA_001,manufacturing_graph_edge/trace:trace_id:structural:system:has_column:SYS_HAS_TRA_TRA_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:trace_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_TRA_001,,
trace_inventory_trace:created_at:structural:system:has_column:SYS_HAS_TRA_CRE_002,manufacturing_graph_edge/trace_inventory_trace:created_at:structural:system:has_column:SYS_HAS_TRA_CRE_002,manufacturing_graph_node/trace_inventory_trace:entity:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_CRE_002,,
trace_inventory_trace:part_id:structural:system:has_column:SYS_HAS_TRA_PAR_002,manufacturing_graph_edge/trace_inventory_trace:part_id:structural:system:has_column:SYS_HAS_TRA_PAR_002,manufacturing_graph_node/trace_inventory_trace:entity:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_TRA_PAR_002,,
